job_title
software developer
software engineer
frontend developer
backend developer
full stack developer
data analyst
data scientist
data engineer
machine learning engineer
devops engineer
mobile app developer
android developer
ios developer
qa engineer
product manager
ui/ux designer
business analyst
project manager
system administrator
cloud engineer
